subject,trial_idx,start_marker,stop_marker,start_time,stop_time,used_duration,true_freq,pred_class_idx,pred_freq,correct
SS33,18,Start18,Stop18,181793.8169267243,181798.81446904977,4.0,8.5,0,7.0,False
SS33,19,Start19,Stop19,181805.41957978348,181810.42162450898,4.0,7.0,0,7.0,True
SS33,20,Start20,Stop20,181817.22835114368,181822.03010706816,4.0,8.0,0,7.0,False
SS33,21,Start21,Stop21,181828.83347230285,181833.83078882835,4.0,9.0,0,7.0,False
SS33,22,Start22,Stop22,181840.43485766204,181845.43934628752,4.0,11.0,0,7.0,False
SS33,23,Start23,Stop23,181852.0552515213,181857.05919844678,4.0,7.5,0,7.0,False
SS33,24,Start24,Stop24,181863.6516257804,181868.8508556069,4.0,8.5,0,7.0,False
SS34,1,Start1,Stop1,181962.11428037303,181967.126003055,4.0,7.0,0,7.0,True
SS34,2,Start2,Stop2,181973.9220031305,181978.92546741248,4.0,8.0,0,7.0,False
SS34,3,Start3,Stop3,181985.5235185887,181990.5256610707,4.0,9.0,0,7.0,False
SS34,4,Start4,Stop4,181997.33497694612,182002.33402272814,4.0,11.0,0,7.0,False
SS34,5,Start5,Stop5,182008.93668980434,182013.9382242863,4.0,7.5,0,7.0,False
SS34,6,Start6,Stop6,182020.5423335625,182025.7399044438,4.0,8.5,0,7.0,False
SS34,7,Start7,Stop7,182032.36044591994,182037.34884230193,4.0,7.0,0,7.0,True
SS34,8,Start8,Stop8,182044.15063827744,182048.95797056012,4.0,8.0,0,7.0,False
SS34,9,Start9,Stop9,182055.7636374356,182060.76878871754,4.0,9.0,0,7.0,False
SS34,10,Start10,Stop10,182067.56866779306,182072.36783317575,4.0,11.0,0,7.0,False
SS34,11,Start11,Stop11,182078.9813678519,182083.97351603393,4.0,7.5,0,7.0,False
SS34,12,Start12,Stop12,182090.79633100936,182095.7760146914,4.0,8.5,0,7.0,False
SS34,13,Start13,Stop13,182102.3818495676,182107.38915704956,4.0,7.0,0,7.0,True
SS34,14,Start14,Stop14,182114.18799812504,182119.197031507,4.0,8.0,0,7.0,False
SS34,15,Start15,Stop15,182125.80045248324,182130.8005932652,4.0,9.0,0,7.0,False
SS34,16,Start16,Stop16,182137.4024142414,182142.4055930234,4.0,11.0,0,7.0,False
SS34,17,Start17,Stop17,182149.0124096996,182154.01513318153,4.0,7.5,0,7.0,False
SS34,18,Start18,Stop18,182160.62087185774,182165.64112013965,4.0,8.5,0,7.0,False
SS34,19,Start19,Stop19,182172.24074191588,182177.23399179787,4.0,7.0,0,7.0,True
SS34,20,Start20,Stop20,182184.03597427337,182189.03578435534,4.0,8.0,0,7.0,False
SS34,21,Start21,Stop21,182195.64251813153,182200.64939441349,4.0,9.0,0,7.0,False
SS34,22,Start22,Stop22,182207.25615508968,182212.25535287167,4.0,11.0,0,7.0,False
SS34,23,Start23,Stop23,182218.8588191479,182223.86714692984,4.0,7.5,0,7.0,False
SS34,24,Start24,Stop24,182230.46364490606,182235.46941098804,4.0,8.5,0,7.0,False
SS35,1,Start1,Stop1,182327.89815683654,182332.90961902848,4.0,7.0,0,7.0,True
SS35,2,Start2,Stop2,182339.70156621753,182344.70560800948,4.0,8.0,0,7.0,False
SS35,3,Start3,Stop3,182351.30964359886,182356.51204009046,4.0,9.0,0,7.0,False
SS35,4,Start4,Stop4,182363.11773527984,182368.1189787718,4.0,11.0,0,7.0,False
SS35,5,Start5,Stop5,182374.52796376144,182379.72398185308,4.0,7.5,0,7.0,False
SS35,6,Start6,Stop6,182386.32707574245,182391.33464913437,4.0,8.5,0,7.0,False
SS35,7,Start7,Stop7,182397.93648992377,182402.9516515157,4.0,7.0,0,7.0,True
SS35,8,Start8,Stop8,182409.74602600475,182414.74967429668,4.0,8.0,0,7.0,False
SS35,9,Start9,Stop9,182421.36189328603,182426.36041407796,4.0,9.0,0,7.0,False
SS35,10,Start10,Stop10,182432.97612036733,182437.97122235928,4.0,11.0,0,7.0,False
SS35,11,Start11,Stop11,182444.77823554832,182449.78016744024,4.0,7.5,0,7.0,False
SS35,12,Start12,Stop12,182456.41361322958,182461.39474242157,4.0,8.5,0,7.0,False
SS35,13,Start13,Stop13,182467.98906271096,182472.9932934029,4.0,7.0,0,7.0,True
SS35,14,Start14,Stop14,182479.60206809224,182484.62108388418,4.0,8.0,0,7.0,False
SS35,15,Start15,Stop15,182491.2522993735,182496.2087171655,4.0,9.0,0,7.0,False
SS35,16,Start16,Stop16,182503.01571245454,182508.0161396465,4.0,11.0,0,7.0,False
SS35,17,Start17,Stop17,182514.62080933587,182519.63140992777,4.0,7.5,0,7.0,False
SS35,18,Start18,Stop18,182526.24032201714,182531.23453190908,4.0,8.5,0,7.0,False
SS35,19,Start19,Stop19,182538.03803739813,182543.0399736901,4.0,7.0,0,7.0,True
SS35,20,Start20,Stop20,182549.6723268794,182554.65861347137,4.0,8.0,0,7.0,False
SS35,21,Start21,Stop21,182561.26221886073,182566.2558412527,4.0,9.0,0,7.0,False
SS35,22,Start22,Stop22,182572.86070564206,182577.863967934,4.0,11.0,0,7.0,False
SS35,23,Start23,Stop23,182584.47914082336,182589.47649961532,4.0,7.5,0,7.0,False
SS35,24,Start24,Stop24,182596.27924190435,182601.28167289632,4.0,8.5,0,7.0,False
SS36,1,Start1,Stop1,183854.96166966713,183859.95670261089,4.0,7.0,0,7.0,True
SS36,2,Start2,Stop2,183866.56661090118,183871.55873344486,4.0,8.0,0,7.0,False
SS36,3,Start3,Stop3,183878.36080834063,183883.16133757881,4.0,9.0,0,7.0,False
SS36,4,Start4,Stop4,183889.95874747445,183894.9624084185,4.0,11.0,0,7.0,False
SS36,5,Start5,Stop5,183901.56434510852,183906.56748765253,4.0,7.5,0,7.0,False
SS36,6,Start6,Stop6,183913.16654194248,183918.16905378646,4.0,8.5,0,7.0,False
SS36,7,Start7,Stop7,183924.96636478213,183929.9800041264,4.0,7.0,0,7.0,True
SS36,8,Start8,Stop8,183936.57885441638,183941.57306546014,4.0,8.0,0,7.0,False
SS36,9,Start9,Stop9,183948.37303005584,183953.3738531998,4.0,9.0,0,7.0,False
SS36,10,Start10,Stop10,183959.99027249022,183964.9781587338,4.0,11.0,0,7.0,False
SS36,11,Start11,Stop11,183971.77797462954,183976.7833470736,4.0,7.5,0,7.0,False
SS36,12,Start12,Stop12,183983.38466866364,183988.3845516075,4.0,8.5,0,7.0,False
SS36,13,Start13,Stop13,183994.9878710976,183999.9933592417,4.0,7.0,0,7.0,True
SS36,14,Start14,Stop14,184006.59416273166,184011.5982107757,4.0,8.0,0,7.0,False
SS36,15,Start15,Stop15,184018.19702786565,184023.20283100972,4.0,9.0,0,7.0,False
SS36,16,Start16,Stop16,184029.82136640023,184034.8032860436,4.0,11.0,0,7.0,False
SS36,17,Start17,Stop17,184041.60422733938,184046.61326318356,4.0,7.5,0,7.0,False
SS36,18,Start18,Stop18,184053.21059807346,184058.21926831763,4.0,8.5,0,7.0,False
SS36,19,Start19,Stop19,184064.8188639076,184070.01481825716,4.0,7.0,0,7.0,True
SS36,20,Start20,Stop20,184076.62032474726,184081.61876999115,4.0,8.0,0,7.0,False
SS36,21,Start21,Stop21,184088.22030258118,184093.22220042514,4.0,9.0,0,7.0,False
SS36,22,Start22,Stop22,184099.92441331805,184104.82957295922,4.0,11.0,0,7.0,False
SS36,23,Start23,Stop23,184111.631218555,184116.43566329332,4.0,7.5,0,7.0,False
SS36,24,Start24,Stop24,184123.24153648922,184128.2551158335,4.0,8.5,0,7.0,False
