subject,trial_idx,start_marker,stop_marker,start_time,stop_time,used_duration,true_freq,pred_class_idx,pred_freq,correct,rhos,preproc
SS12,3,Start3,Stop3,431671.84589598054,431676.8519461544,4.0,9.0,2,9.0,True,"[np.float64(0.24427921790052592), np.float64(0.2747740240212599), np.float64(0.47809637843832553), np.float64(0.18829776120248418), np.float64(0.32438297025528723), np.float64(0.2470538849512616)]",bandpass+dc+sns
SS12,4,Start4,Stop4,431684.2585056238,431689.259453398,4.0,11.0,3,11.0,True,"[np.float64(0.36077862182161047), np.float64(0.2910644179126949), np.float64(0.2055197240332747), np.float64(0.36606575859823653), np.float64(0.27941899636890877), np.float64(0.24252050425983893)]",bandpass+dc+sns
SS12,5,Start5,Stop5,431696.4641664846,431701.4641031589,4.0,7.5,4,7.5,True,"[np.float64(0.2728314959078405), np.float64(0.2541068151889038), np.float64(0.21409211640883943), np.float64(0.16878834708834106), np.float64(0.39475046722991364), np.float64(0.2852828515014726)]",bandpass+dc+sns
SS12,6,Start6,Stop6,431708.4734575622,431713.479774636,4.0,8.5,5,8.5,True,"[np.float64(0.2803779216638441), np.float64(0.24786405124069738), np.float64(0.24367009503717368), np.float64(0.21150693948987553), np.float64(0.29200397121875293), np.float64(0.33233112625852074)]",bandpass+dc+sns
SS12,7,Start7,Stop7,431720.8784276061,431725.8860725798,4.0,7.0,0,7.0,True,"[np.float64(0.43676281991926846), np.float64(0.2651027967729501), np.float64(0.2192036159611866), np.float64(0.2627888525867049), np.float64(0.3176717791410101), np.float64(0.18687418589515745)]",bandpass+dc+sns
SS12,8,Start8,Stop8,431733.0868088667,431738.08887964085,4.0,8.0,5,8.5,False,"[np.float64(0.27977690821055606), np.float64(0.3483278367764665), np.float64(0.2580275800275596), np.float64(0.2968777629444077), np.float64(0.25186165157054213), np.float64(0.3607510546904054)]",bandpass+dc+sns
SS12,9,Start9,Stop9,431745.29918652703,431750.29827710136,4.0,9.0,2,9.0,True,"[np.float64(0.24991045045106547), np.float64(0.24606869557000738), np.float64(0.36528234438743795), np.float64(0.23226474716173068), np.float64(0.3210723792638487), np.float64(0.2422772402108186)]",bandpass+dc+sns
SS12,10,Start10,Stop10,431757.5100284874,431762.50876416184,4.0,11.0,3,11.0,True,"[np.float64(0.2642961965446932), np.float64(0.26437006369549404), np.float64(0.18961420188525815), np.float64(0.41397018928935236), np.float64(0.3053193461029947), np.float64(0.25748857685410675)]",bandpass+dc+sns
SS12,11,Start11,Stop11,431769.7327884468,431774.71612182254,4.0,7.5,4,7.5,True,"[np.float64(0.2565153359687365), np.float64(0.25485547358252186), np.float64(0.21560863875765135), np.float64(0.22814723155987038), np.float64(0.4969353910029742), np.float64(0.20275724795474545)]",bandpass+dc+sns
SS12,12,Start12,Stop12,431782.1181839924,431787.12120306643,4.0,8.5,1,8.0,False,"[np.float64(0.2884253627484005), np.float64(0.34382068401827925), np.float64(0.24336525906941983), np.float64(0.23795566033134233), np.float64(0.32986511404743085), np.float64(0.3084195016414262)]",bandpass+dc+sns
